neighbourhood,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,host_duration_days,log_price,location_cluster
Castro/Upper Market,3,1,Private room in rental unit,Private room,1,1,89.0,4113,4.499809670330265,1
Russian Hill,1,0,Entire rental unit,Entire home/apt,4,2,270.0,3896,5.602118820879701,0
Western Addition,1,1,Entire home,Entire home/apt,6,3,750.0,3874,6.621405651764134,1
South of Market,2,1,Entire rental unit,Entire home/apt,4,3,90.0,3880,4.51085950651685,0
South of Market,2,1,Entire rental unit,Entire home/apt,4,2,100.0,3931,4.61512051684126,0
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,160.0,4380,5.081404364984463,1
Bayview,3,1,Entire home,Entire home/apt,5,4,330.0,3941,5.802118375377063,3
Western Addition,3,1,Entire rental unit,Entire home/apt,2,2,130.0,3644,4.875197323201151,1
Noe Valley,1,1,Entire guest suite,Entire home/apt,2,2,170.0,3573,5.14166355650266,3
Castro/Upper Market,2,1,Private room in condo,Private room,1,1,90.0,4541,4.51085950651685,1
Noe Valley,1,0,Entire rental unit,Entire home/apt,3,1,135.0,3410,4.912654885736052,1
Pacific Heights,16,1,Room in hotel,Private room,2,1,125.0,3376,4.836281906951478,0
South of Market,138,1,Entire rental unit,Entire home/apt,4,2,352.0,2540,5.8664680569332965,0
North Beach,30,1,Entire rental unit,Entire home/apt,4,3,332.0,2407,5.808142489980444,0
South of Market,32,1,Entire serviced apartment,Entire home/apt,2,1,186.0,854,5.231108616854587,0
Russian Hill,38,1,Entire serviced apartment,Entire home/apt,4,1,277.0,2804,5.627621113690637,0
Downtown/Civic Center,3,1,Entire rental unit,Entire home/apt,4,2,316.0,3366,5.75890177387728,0
Mission,154,1,Entire rental unit,Entire home/apt,2,0,88.0,4000,4.48863636973214,1
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,3,2,160.0,3806,5.081404364984463,1
Potrero Hill,1,1,Entire condo,Entire home/apt,6,3,259.0,4262,5.560681631015528,3
Downtown/Civic Center,43,1,Entire condo,Entire home/apt,4,2,95.0,2898,4.564348191467836,0
Marina,3,0,Entire rental unit,Entire home/apt,4,2,205.0,4822,5.327876168789581,0
South of Market,32,1,Entire rental unit,Entire home/apt,4,2,339.0,854,5.8289456176102075,0
Outer Sunset,2,1,Private room in home,Private room,1,1,55.0,199,4.02535169073515,2
Mission,2,1,Entire condo,Entire home/apt,5,3,200.0,3527,5.303304908059076,3
Chinatown,4,1,Private room in home,Private room,4,1,170.0,2597,5.14166355650266,0
North Beach,3,1,Entire rental unit,Entire home/apt,2,1,107.0,3469,4.68213122712422,0
South of Market,1,1,Entire condo,Entire home/apt,5,2,350.0,4094,5.860786223465865,0
Bernal Heights,2,1,Entire townhouse,Entire home/apt,5,2,350.0,4039,5.860786223465865,3
Twin Peaks,5,1,Entire rental unit,Entire home/apt,4,4,125.0,4550,4.836281906951478,4
Haight Ashbury,7,1,Entire rental unit,Entire home/apt,2,1,125.0,2520,4.836281906951478,1
Potrero Hill,1,1,Entire condo,Entire home/apt,4,2,296.0,1792,5.6937321388027,3
Mission,1,1,Entire guest suite,Entire home/apt,2,2,133.0,430,4.897839799950911,3
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,2,1,83.0,4000,4.430816798843313,0
North Beach,1,1,Entire rental unit,Entire home/apt,2,1,425.0,1659,6.054439346269371,0
Nob Hill,28,1,Private room in rental unit,Private room,2,1,60.0,3304,4.110873864173311,0
Downtown/Civic Center,19,1,Entire rental unit,Entire home/apt,3,1,230.0,3334,5.442417710521793,0
Chinatown,13,1,Entire serviced apartment,Entire home/apt,2,1,262.0,283,5.572154032177765,0
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,135.0,2910,4.912654885736052,1
Excelsior,14,1,Private room in home,Private room,2,1,79.0,1837,4.382026634673881,3
Excelsior,2,1,Private room in home,Private room,2,1,65.0,581,4.189654742026425,3
Mission,55,1,Private room in rental unit,Private room,2,1,60.0,1633,4.110873864173311,1
North Beach,2,1,Entire rental unit,Entire home/apt,2,1,139.0,1549,4.941642422609304,0
Bernal Heights,1,1,Entire rental unit,Entire home/apt,4,2,99.0,4576,4.605170185988092,3
Nob Hill,18,1,Entire rental unit,Entire home/apt,4,2,120.0,4554,4.795790545596741,0
Pacific Heights,1,1,Entire rental unit,Entire home/apt,4,2,193.0,3950,5.267858159063328,1
Potrero Hill,1,1,Entire townhouse,Entire home/apt,8,4,170.0,3680,5.14166355650266,3
Castro/Upper Market,3,1,Entire rental unit,Entire home/apt,4,2,394.0,4027,5.978885764901122,1
Bernal Heights,5,1,Room in boutique hotel,Private room,1,1,41.0,4028,3.7376696182833684,3
Marina,1,1,Entire rental unit,Entire home/apt,2,1,129.0,831,4.867534450455582,0
Downtown/Civic Center,1,1,Private room in rental unit,Private room,1,1,65.0,4520,4.189654742026425,0
Downtown/Civic Center,9,1,Room in hotel,Private room,4,2,206.0,1641,5.332718793265369,0
Glen Park,1,1,Private room in home,Private room,2,1,165.0,4988,5.111987788356544,3
Mission,2,1,Entire rental unit,Entire home/apt,3,2,160.0,4542,5.081404364984463,3
Marina,18,1,Entire rental unit,Entire home/apt,5,2,196.0,4554,5.2832037287379885,0
Downtown/Civic Center,10,0,Room in hotel,Private room,4,1,330.0,1504,5.802118375377063,0
Russian Hill,2,1,Private room in rental unit,Private room,1,1,120.0,3973,4.795790545596741,0
Downtown/Civic Center,29,1,Private room in resort,Private room,4,2,585.0,3889,6.373319789577012,0
Marina,9,1,Shared room in hostel,Shared room,1,2,46.0,898,3.8501476017100584,0
South of Market,1,1,Private room in rental unit,Private room,2,1,76.0,2547,4.343805421853684,0
Downtown/Civic Center,25,1,Entire condo,Entire home/apt,6,3,547.0,1011,6.306275286948016,0
Nob Hill,6,1,Entire condo,Entire home/apt,2,1,300.0,883,5.707110264748875,0
Mission,1,1,Private room in townhouse,Private room,2,1,110.0,3266,4.709530201312334,3
North Beach,2,1,Private room in rental unit,Private room,2,1,99.0,4412,4.605170185988092,0
Noe Valley,2,1,Entire home,Entire home/apt,8,3,830.0,3621,6.7226297948554485,3
Downtown/Civic Center,25,1,Entire condo,Entire home/apt,4,2,206.0,1011,5.332718793265369,0
South of Market,1,0,Private room in rental unit,Private room,1,1,115.0,1394,4.7535901911063645,0
South of Market,4,1,Entire condo,Entire home/apt,8,4,439.0,3638,6.0867747269123065,0
Bernal Heights,2,1,Entire home,Entire home/apt,4,4,307.0,619,5.730099782973574,3
Mission,2,1,Private room in home,Private room,2,2,113.0,3187,4.736198448394496,3
Nob Hill,13,1,Entire rental unit,Entire home/apt,2,1,119.0,1143,4.787491742782046,0
Downtown/Civic Center,9,1,Room in hotel,Private room,4,2,197.0,1641,5.288267030694535,0
Pacific Heights,12,0,Entire home,Entire home/apt,2,1,95.0,2115,4.564348191467836,1
Castro/Upper Market,2,1,Private room in home,Private room,2,1,125.0,2976,4.836281906951478,1
Downtown/Civic Center,7,1,Private room in rental unit,Private room,1,1,87.0,2923,4.477336814478207,0
Bernal Heights,1,1,Entire home,Entire home/apt,5,3,375.0,3654,5.929589143389895,3
South of Market,3,1,Private room in guest suite,Private room,2,1,160.0,4853,5.081404364984463,0
Pacific Heights,9,1,Entire rental unit,Entire home/apt,2,1,107.0,4841,4.68213122712422,0
Marina,2,1,Entire condo,Entire home/apt,5,3,335.0,4316,5.817111159963204,1
Financial District,1,1,Entire condo,Entire home/apt,2,1,140.0,1011,4.948759890378168,0
South of Market,1,1,Entire condo,Entire home/apt,4,2,155.0,3638,5.049856007249537,0
Mission,4,1,Entire rental unit,Entire home/apt,8,6,202.0,3805,5.313205979041787,3
Mission,32,1,Entire serviced apartment,Entire home/apt,2,1,156.0,854,5.056245805348308,1
Haight Ashbury,43,1,Private room in hostel,Private room,2,1,100.0,2475,4.61512051684126,1
Bernal Heights,1,1,Private room in rental unit,Private room,1,1,48.0,4382,3.8918202981106265,3
Outer Richmond,4,0,Private room in home,Private room,2,1,80.0,2220,4.394449154672439,2
Haight Ashbury,43,1,Private room in hostel,Private room,3,1,100.0,2475,4.61512051684126,1
Western Addition,1,1,Private room in rental unit,Private room,2,1,75.0,2599,4.330733340286331,1
Mission,1,0,Entire rental unit,Entire home/apt,2,1,175.0,3451,5.170483995038151,1
Ocean View,1,1,Entire cottage,Entire home/apt,5,2,168.0,3012,5.1298987149230735,4
Haight Ashbury,43,1,Shared room in hostel,Shared room,1,1,39.0,2475,3.6888794541139363,1
Potrero Hill,1,1,Entire rental unit,Entire home/apt,3,1,160.0,4552,5.081404364984463,3
Outer Richmond,3,1,Entire home,Entire home/apt,6,4,140.0,821,4.948759890378168,2
Parkside,2,1,Entire home,Entire home/apt,4,4,300.0,4210,5.707110264748875,2
Downtown/Civic Center,8,1,Private room in rental unit,Private room,2,1,90.0,484,4.51085950651685,0
Potrero Hill,2,1,Entire home,Entire home/apt,6,3,499.0,4656,6.214608098422191,3
Nob Hill,5,0,Entire townhouse,Entire home/apt,10,4,1057.0,4449,6.964135612418245,0
Western Addition,2,1,Entire rental unit,Entire home/apt,4,2,174.0,3672,5.1647859739235145,1
Inner Richmond,2,1,Entire home,Entire home/apt,6,4,560.0,3801,6.329720905522696,2
Downtown/Civic Center,38,1,Room in hotel,Private room,4,2,176.0,2804,5.176149732573829,0
South of Market,9,1,Room in boutique hotel,Hotel room,2,2,141.0,1716,4.955827057601261,0
Ocean View,2,1,Entire home,Entire home/apt,6,3,186.0,1138,5.231108616854587,4
Ocean View,1,1,Entire home,Entire home/apt,4,2,154.0,1814,5.043425116919247,4
Lakeshore,4,1,Private room in guest suite,Private room,2,1,130.0,447,4.875197323201151,2
Outer Mission,3,1,Entire rental unit,Entire home/apt,8,3,248.0,3228,5.517452896464707,4
South of Market,3,1,Private room in home,Private room,2,1,99.0,819,4.605170185988092,0
Western Addition,2,1,Entire rental unit,Entire home/apt,2,2,105.0,3727,4.663439094112067,1
Outer Sunset,3,1,Private room in rental unit,Private room,2,2,103.0,4161,4.6443908991413725,2
Castro/Upper Market,3,1,Entire rental unit,Entire home/apt,4,2,195.0,448,5.278114659230517,1
Noe Valley,1,1,Entire cottage,Entire home/apt,4,3,240.0,3676,5.484796933490655,3
Visitacion Valley,1,0,Entire home,Entire home/apt,3,1,220.0,1675,5.3981627015177525,3
Nob Hill,1,1,Entire rental unit,Entire home/apt,2,1,165.0,499,5.111987788356544,0
Potrero Hill,1,1,Entire rental unit,Entire home/apt,2,1,165.0,680,5.111987788356544,3
Noe Valley,1,1,Private room in condo,Private room,9,7,470.0,785,6.154858094016418,1
Mission,2,1,Entire guesthouse,Entire home/apt,6,3,179.0,3910,5.19295685089021,3
Outer Sunset,1,1,Entire guest suite,Entire home/apt,2,1,120.0,4181,4.795790545596741,2
Excelsior,2,1,Private room in home,Private room,2,1,54.0,525,4.007333185232471,4
Outer Mission,3,1,Private room in home,Private room,1,1,55.0,3842,4.02535169073515,4
Western Addition,1,1,Private room in home,Private room,2,1,120.0,2928,4.795790545596741,1
Outer Mission,1,1,Entire condo,Entire home/apt,4,2,189.0,3777,5.247024072160486,4
Downtown/Civic Center,43,1,Entire rental unit,Entire home/apt,2,1,101.0,2898,4.624972813284271,0
Noe Valley,2,1,Entire guest suite,Entire home/apt,2,2,135.0,3621,4.912654885736052,3
Noe Valley,1,1,Entire home,Entire home/apt,6,4,940.0,4141,6.846943139585379,1
Inner Sunset,2,1,Entire guest suite,Entire home/apt,2,1,145.0,3730,4.983606621708336,1
Downtown/Civic Center,19,1,Entire condo,Entire home/apt,4,2,328.0,3340,5.796057750765372,0
Potrero Hill,1,1,Entire condo,Entire home/apt,2,1,210.0,4860,5.351858133476067,3
Mission,5,1,Private room in home,Private room,1,1,70.0,4302,4.2626798770413155,3
Haight Ashbury,43,1,Shared room in hostel,Shared room,1,1,50.0,2475,3.9318256327243257,1
Bernal Heights,1,0,Entire home,Entire home/apt,4,2,125.0,4432,4.836281906951478,3
West of Twin Peaks,1,1,Entire home,Entire home/apt,8,6,249.0,3485,5.521460917862246,4
Visitacion Valley,1,1,Entire rental unit,Entire home/apt,2,1,90.0,3429,4.51085950651685,3
Downtown/Civic Center,43,1,Entire rental unit,Entire home/apt,2,1,60.0,2898,4.110873864173311,0
Outer Sunset,5,1,Private room in home,Private room,1,1,75.0,3879,4.330733340286331,2
Bernal Heights,2,1,Entire home,Entire home/apt,6,4,560.0,4853,6.329720905522696,3
Financial District,138,1,Entire rental unit,Entire home/apt,2,1,305.0,2540,5.723585101952381,0
Bernal Heights,1,1,Entire rental unit,Entire home/apt,7,4,411.0,3828,6.021023349349527,3
Bernal Heights,2,1,Private room in home,Private room,2,1,64.0,4853,4.174387269895637,3
Twin Peaks,1,1,Entire rental unit,Entire home/apt,2,1,285.0,3339,5.655991810819852,1
Visitacion Valley,3,1,Entire rental unit,Entire home/apt,3,1,115.0,1003,4.7535901911063645,3
South of Market,1,1,Entire loft,Entire home/apt,4,3,239.0,4083,5.480638923341991,0
Pacific Heights,1,0,Entire condo,Entire home/apt,5,3,359.0,1874,5.886104031450156,0
Nob Hill,3,1,Entire rental unit,Entire home/apt,2,1,100.0,2523,4.61512051684126,0
Western Addition,1,1,Entire home,Entire home/apt,6,3,629.0,4220,6.4457198193855785,1
Marina,2,1,Entire condo,Entire home/apt,5,3,600.0,4158,6.398594934535208,1
Visitacion Valley,2,1,Entire home,Entire home/apt,6,3,189.0,4452,5.247024072160486,3
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,3,2,126.0,4509,4.844187086458591,1
Downtown/Civic Center,43,1,Entire rental unit,Entire home/apt,2,1,72.0,2898,4.290459441148391,0
Noe Valley,4,1,Entire home,Entire home/apt,6,3,197.0,3252,5.288267030694535,3
Financial District,4,1,Private room in bed and breakfast,Private room,2,2,119.0,3324,4.787491742782046,0
Western Addition,1,1,Private room in townhouse,Private room,1,1,62.0,3425,4.143134726391533,1
Noe Valley,2,1,Private room in home,Private room,1,1,125.0,5002,4.836281906951478,1
Western Addition,3,1,Entire guest suite,Entire home/apt,5,4,335.0,4107,5.817111159963204,1
Inner Richmond,1,1,Private room in home,Private room,2,1,65.0,3920,4.189654742026425,2
Parkside,2,1,Entire home,Entire home/apt,4,2,90.0,4065,4.51085950651685,2
Mission,1,1,Entire loft,Entire home/apt,2,1,229.0,3816,5.438079308923196,3
Noe Valley,2,1,Private room in home,Private room,1,1,125.0,5002,4.836281906951478,1
Outer Sunset,1,1,Entire guest suite,Entire home/apt,5,3,195.0,3256,5.278114659230517,2
Bayview,1,1,Entire home,Entire home/apt,6,3,135.0,3482,4.912654885736052,3
Mission,2,0,Private room in condo,Private room,1,1,77.0,5318,4.356708826689592,3
Nob Hill,28,1,Private room in rental unit,Private room,2,1,100.0,3304,4.61512051684126,0
Outer Sunset,3,1,Entire rental unit,Entire home/apt,2,1,90.0,3245,4.51085950651685,2
Nob Hill,28,1,Private room in rental unit,Private room,2,1,120.0,3304,4.795790545596741,0
Nob Hill,28,1,Private room in rental unit,Private room,2,1,130.0,3304,4.875197323201151,0
Downtown/Civic Center,43,1,Entire rental unit,Entire home/apt,4,2,112.0,2898,4.727387818712341,0
Downtown/Civic Center,43,1,Entire condo,Entire home/apt,4,2,173.0,2898,5.159055299214529,0
Mission,1,1,Entire loft,Entire home/apt,4,2,150.0,4552,5.017279836814924,3
Haight Ashbury,2,1,Entire rental unit,Entire home/apt,4,2,290.0,4627,5.673323267171493,1
Mission,1,1,Entire rental unit,Entire home/apt,4,2,175.0,2827,5.170483995038151,3
Inner Sunset,30,1,Entire vacation home,Entire home/apt,2,1,110.0,2407,4.709530201312334,2
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,65.0,3450,4.189654742026425,0
Nob Hill,4,1,Entire home,Entire home/apt,12,6,950.0,3179,6.85751406254539,0
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,65.0,3450,4.189654742026425,0
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,65.0,3450,4.189654742026425,0
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,65.0,3450,4.189654742026425,0
Outer Mission,3,1,Private room in guest suite,Private room,2,1,275.0,4229,5.62040086571715,4
Outer Richmond,1,1,Entire guest suite,Entire home/apt,4,2,294.0,3187,5.68697535633982,2
Inner Sunset,1,0,Entire rental unit,Entire home/apt,3,2,3800.0,3111,8.24301946898925,2
Pacific Heights,16,1,Room in hotel,Private room,2,1,120.0,3376,4.795790545596741,0
Western Addition,2,1,Entire rental unit,Entire home/apt,3,2,125.0,3392,4.836281906951478,1
Marina,1,1,Entire condo,Entire home/apt,2,1,245.0,1986,5.5053315359323625,0
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,65.0,3450,4.189654742026425,0
Western Addition,3,1,Private room in rental unit,Private room,1,1,69.0,3946,4.248495242049359,1
Noe Valley,2,1,Private room in rental unit,Private room,1,1,300.0,4749,5.707110264748875,3
Russian Hill,43,1,Entire rental unit,Entire home/apt,4,2,800.0,2898,6.68586094706836,0
Nob Hill,3,1,Entire rental unit,Entire home/apt,4,1,136.0,4322,4.919980925828125,0
Marina,1,1,Entire rental unit,Entire home/apt,4,2,140.0,3608,4.948759890378168,0
Russian Hill,1,1,Entire condo,Entire home/apt,12,4,428.0,4766,6.061456918928017,0
Castro/Upper Market,1,1,Entire condo,Entire home/apt,4,2,300.0,3563,5.707110264748875,1
West of Twin Peaks,2,0,Entire guest suite,Entire home/apt,3,2,130.0,3760,4.875197323201151,4
Crocker Amazon,5,1,Private room in rental unit,Private room,2,1,55.0,3232,4.02535169073515,4
Crocker Amazon,5,1,Entire home,Entire home/apt,2,1,56.0,3232,4.04305126783455,4
South of Market,3,1,Entire rental unit,Entire home/apt,1,1,115.0,1282,4.7535901911063645,0
Bayview,1,1,Private room in guest suite,Private room,2,1,112.0,3225,4.727387818712341,3
Parkside,1,1,Entire rental unit,Entire home/apt,4,2,123.0,3550,4.820281565605037,2
Ocean View,3,1,Private room in home,Private room,6,3,150.0,1544,5.017279836814924,4
Potrero Hill,1,1,Entire guest suite,Entire home/apt,3,2,130.0,3584,4.875197323201151,3
Pacific Heights,1,1,Entire home,Entire home/apt,9,4,2000.0,3739,7.601402334583733,1
North Beach,1,1,Entire home,Entire home/apt,4,2,1499.0,3223,7.313220387090301,0
South of Market,16,1,Entire condo,Entire home/apt,2,1,115.0,4487,4.7535901911063645,0
Parkside,1,1,Entire home,Entire home/apt,4,2,157.0,573,5.062595033026967,2
Noe Valley,1,1,Entire home,Entire home/apt,4,2,480.0,3157,6.175867270105761,1
North Beach,4,1,Private room in bed and breakfast,Private room,3,2,114.0,3324,4.74493212836325,0
Western Addition,1,1,Entire rental unit,Entire home/apt,2,1,286.0,4322,5.659482215759621,1
Noe Valley,1,0,Entire home,Entire home/apt,4,2,455.0,1997,6.1224928095143865,1
Noe Valley,1,1,Entire home,Entire home/apt,5,4,389.0,3026,5.966146739123692,3
Haight Ashbury,14,1,Private room in rental unit,Private room,1,1,55.0,5279,4.02535169073515,1
Bayview,3,1,Private room in home,Private room,2,2,79.0,547,4.382026634673881,3
Castro/Upper Market,2,1,Private room in rental unit,Private room,1,1,120.0,4128,4.795790545596741,1
Glen Park,1,1,Entire rental unit,Entire home/apt,2,1,165.0,1851,5.111987788356544,3
Downtown/Civic Center,43,1,Entire condo,Entire home/apt,4,2,125.0,2898,4.836281906951478,0
Mission,1,1,Entire condo,Entire home/apt,4,2,372.0,2367,5.921578419643816,1
Western Addition,1,1,Entire condo,Entire home/apt,5,3,646.0,4747,6.472346294500901,1
Mission,1,1,Entire rental unit,Entire home/apt,2,2,186.0,3292,5.231108616854587,1
South of Market,1,1,Entire condo,Entire home/apt,6,3,315.0,3624,5.755742213586912,0
Potrero Hill,1,1,Private room in rental unit,Private room,1,1,85.0,3428,4.454347296253507,3
Castro/Upper Market,2,1,Entire condo,Entire home/apt,4,2,259.0,3520,5.560681631015528,1
Marina,16,1,Room in hotel,Private room,4,2,149.0,3376,5.0106352940962555,0
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,4,2,2036.0,3452,7.619233416226805,1
Twin Peaks,3,1,Private room in home,Private room,2,1,164.0,3320,5.10594547390058,1
Inner Sunset,1,1,Entire home,Entire home/apt,6,3,215.0,3822,5.375278407684165,2
South of Market,1,1,Entire rental unit,Entire home/apt,4,2,180.0,3664,5.198497031265826,0
West of Twin Peaks,6,1,Private room in home,Private room,1,1,75.0,2683,4.330733340286331,4
West of Twin Peaks,5,1,Private room in home,Private room,1,1,44.0,3906,3.8066624897703196,4
Marina,1,1,Private room in condo,Private room,1,1,135.0,3050,4.912654885736052,1
Castro/Upper Market,10,1,Private room in home,Private room,2,1,175.0,2202,5.170483995038151,1
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,62.0,3450,4.143134726391533,0
Bernal Heights,1,1,Entire home,Entire home/apt,2,1,485.0,2719,6.186208623900494,3
Outer Richmond,1,1,Entire home,Entire home/apt,7,4,280.0,4020,5.638354669333745,2
Outer Richmond,1,1,Entire home,Entire home/apt,4,2,300.0,3008,5.707110264748875,2
Visitacion Valley,1,1,Private room in rental unit,Private room,2,1,55.0,3707,4.02535169073515,3
Inner Sunset,2,0,Entire guest suite,Entire home/apt,4,3,125.0,3823,4.836281906951478,2
Parkside,1,1,Entire guest suite,Entire home/apt,4,3,160.0,3909,5.081404364984463,2
Inner Sunset,1,1,Entire guest suite,Entire home/apt,2,1,95.0,4447,4.564348191467836,2
Downtown/Civic Center,8,1,Private room in resort,Private room,4,2,280.0,2791,5.638354669333745,0
West of Twin Peaks,1,1,Private room in home,Private room,2,1,139.0,3220,4.941642422609304,4
Marina,1,1,Private room in rental unit,Private room,1,1,160.0,3873,5.081404364984463,0
Downtown/Civic Center,14,1,Entire condo,Entire home/apt,4,2,888.0,1367,6.790097235513905,0
Western Addition,1,1,Entire condo,Entire home/apt,4,2,246.0,463,5.5093883366279774,1
Noe Valley,1,1,Entire rental unit,Entire home/apt,2,1,165.0,3380,5.111987788356544,1
Outer Mission,5,1,Private room in home,Private room,2,1,50.0,3232,3.9318256327243257,4
Inner Sunset,1,1,Entire home,Entire home/apt,4,3,123.0,3384,4.820281565605037,1
Nob Hill,5,1,Entire rental unit,Entire home/apt,2,1,82.0,3538,4.418840607796598,0
Pacific Heights,1,1,Entire home,Entire home/apt,4,2,623.0,4169,6.436150368369428,1
Inner Richmond,5,1,Private room in home,Private room,2,1,225.0,3626,5.420534999272286,1
Downtown/Civic Center,8,1,Private room in resort,Private room,6,3,425.0,2791,6.054439346269371,0
Nob Hill,3,1,Room in aparthotel,Private room,4,3,514.0,3235,6.244166900663736,0
Downtown/Civic Center,8,1,Private room in resort,Private room,6,3,425.0,2791,6.054439346269371,0
Western Addition,2,1,Entire home,Entire home/apt,8,5,999.0,1515,6.907755278982137,1
Inner Sunset,5,0,Entire rental unit,Entire home/apt,4,1,106.0,3811,4.672828834461906,2
Glen Park,3,1,Private room in guest suite,Private room,2,1,298.0,2619,5.700443573390687,3
Bernal Heights,1,1,Entire rental unit,Entire home/apt,6,3,557.0,4296,6.324358962381311,3
Financial District,4,1,Entire condo,Entire home/apt,6,3,1300.0,3158,7.170888478512505,0
Mission,17,1,Entire townhouse,Entire home/apt,8,4,225.0,4258,5.420534999272286,3
Financial District,4,1,Entire condo,Entire home/apt,8,4,3500.0,3158,8.160803920954665,0
Financial District,4,1,Entire condo,Entire home/apt,4,2,2000.0,3158,7.601402334583733,0
Downtown/Civic Center,8,1,Private room in resort,Private room,6,3,425.0,2791,6.054439346269371,0
Russian Hill,28,1,Entire rental unit,Entire home/apt,3,4,234.0,4438,5.459585514144159,0
Bayview,3,1,Entire home,Entire home/apt,2,2,109.0,3936,4.700480365792417,3
Excelsior,1,0,Private room in home,Private room,2,1,75.0,3155,4.330733340286331,4
Marina,1,0,Entire home,Entire home/apt,4,2,475.0,448,6.16541785423142,0
Bernal Heights,1,1,Private room in townhouse,Private room,1,1,76.0,3457,4.343805421853684,3
Presidio Heights,1,1,Entire guest suite,Entire home/apt,2,1,152.0,3228,5.030437921392435,1
Outer Sunset,1,1,Entire rental unit,Entire home/apt,6,4,218.0,3158,5.389071729816501,2
Bernal Heights,1,1,Entire home,Entire home/apt,6,4,245.0,3225,5.5053315359323625,3
Haight Ashbury,43,1,Shared room in hostel,Shared room,1,1,50.0,2475,3.9318256327243257,1
Mission,1,1,Entire home,Entire home/apt,7,3,485.0,3825,6.186208623900494,3
Western Addition,1,1,Entire rental unit,Entire home/apt,2,1,185.0,3119,5.225746673713202,1
Glen Park,2,1,Private room in rental unit,Private room,2,1,92.0,3872,4.532599493153256,3
Presidio Heights,2,1,Private room in rental unit,Private room,2,0,500.0,3962,6.2166061010848646,1
Western Addition,1,1,Entire rental unit,Entire home/apt,3,2,296.0,4526,5.6937321388027,1
Ocean View,2,1,Private room in home,Private room,2,1,69.0,3088,4.248495242049359,4
Bayview,1,1,Entire guesthouse,Entire home/apt,2,1,74.0,4330,4.31748811353631,3
Inner Sunset,1,1,Entire guest suite,Entire home/apt,2,1,205.0,3147,5.327876168789581,2
Bayview,4,0,Private room in home,Private room,2,1,64.0,3786,4.174387269895637,3
Inner Sunset,5,0,Entire rental unit,Entire home/apt,4,3,143.0,3811,4.969813299576001,2
West of Twin Peaks,3,1,Private room in home,Private room,1,1,93.0,3146,4.543294782270004,4
Haight Ashbury,3,1,Entire home,Entire home/apt,6,3,689.0,3164,6.536691597591305,1
Inner Richmond,2,1,Entire rental unit,Entire home/apt,6,3,190.0,3818,5.25227342804663,2
Castro/Upper Market,1,1,Entire guest suite,Entire home/apt,2,1,253.0,3146,5.537334267018537,1
Castro/Upper Market,1,1,Entire guest suite,Entire home/apt,2,1,165.0,3146,5.111987788356544,1
Downtown/Civic Center,29,0,Private room in hostel,Private room,4,2,196.0,3854,5.2832037287379885,0
Noe Valley,1,1,Entire townhouse,Entire home/apt,5,3,600.0,4112,6.398594934535208,1
Pacific Heights,16,1,Room in hotel,Private room,5,3,174.0,3376,5.1647859739235145,0
Mission,2,1,Entire rental unit,Entire home/apt,5,2,309.0,4567,5.736572297479192,3
Downtown/Civic Center,5,1,Entire serviced apartment,Entire home/apt,4,2,142.0,463,4.962844630259907,0
West of Twin Peaks,1,1,Entire rental unit,Entire home/apt,3,2,101.0,3048,4.624972813284271,4
Potrero Hill,2,1,Entire townhouse,Entire home/apt,6,3,517.0,3238,6.249975242259483,3
Outer Sunset,1,1,Entire guest suite,Entire home/apt,2,2,171.0,3823,5.147494476813453,2
North Beach,1,1,Entire rental unit,Entire home/apt,4,2,125.0,3440,4.836281906951478,0
Inner Richmond,1,1,Private room in home,Private room,6,3,147.0,754,4.997212273764115,2
South of Market,1,1,Entire guest suite,Entire home/apt,3,2,189.0,3075,5.247024072160486,0
North Beach,1,1,Private room in rental unit,Private room,1,1,550.0,415,6.311734809152915,0
Visitacion Valley,2,1,Entire rental unit,Entire home/apt,4,2,98.0,4452,4.59511985013459,3
Russian Hill,1,1,Entire rental unit,Entire home/apt,4,2,539.0,3142,6.29156913955832,0
Inner Richmond,1,1,Entire rental unit,Entire home/apt,4,1,100.0,3945,4.61512051684126,1
West of Twin Peaks,2,1,Entire home,Entire home/apt,6,3,444.0,3772,6.09807428216624,4
Excelsior,1,1,Private room in home,Private room,1,1,56.0,410,4.04305126783455,4
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,4,2,249.0,3141,5.521460917862246,1
Western Addition,1,0,Shared room in rental unit,Shared room,1,1,30.0,1455,3.4339872044851463,1
Potrero Hill,2,1,Entire home,Entire home/apt,2,1,158.0,3823,5.0689042022202315,3
Pacific Heights,16,1,Room in hotel,Hotel room,4,2,150.0,3376,5.017279836814924,0
